,Artist,Lyrics
148,Michael Jackson,"What you're gonna do
You ain't no friend of mine
Look what you've put me through
Now that I'm the blue gangsta

What you're gonna do
You ain't no friend of mine
The blue gangsta

What you're gonna do, 'cause I'm gonna get you
No where to run no where to hide
All the things you've said and the things you've done to me
You can no longer make me cry

Look what you've done to me, baby
I can no longer smile, baby
And I've waited so long, just to carry on
I'm the blue gangsta

What you're gonna do
You ain't no friend of mine (gangster)
Look at what you've put me through
Now that I'm the blue gangsta (i'm the blue gangsta)

What you're gonna do
You ain't no friend of mine
(i could never fall in love)
The blue gangsta

What you're gonna do
You ain't no friend of mine (what you're gonna do)
Look what you've put me through
Now I'm the blue gangsta

What you're gonna do
You ain't no friend of mine
(I can never fall in love)
The blue gangsta

You've tricked me nine to five, left and you said a crime
People telling me, you've got another guy
I've been abused, watch me light in fuse
Said you'd be my wife, nothing but big lies

Don't know what I've done, everything you've got
Things you've done to me, are coming back to you
You know just what I've done, the things you've done to me
I'm the blue gangsta

What you're gonna do
You ain't no friend of mine (oh no)
Look what you've put me through
Now that I'm the blue gangsta (i'm the blue gangsta)

What you're gonna do
You ain't no friend of mine
(I can never fall in love)
The blue gangsta

What you're gonna do (what you're gonna do)
You ain't no friend of mine (what you're gonna do)
Look what you've put me through
Now that I'm the blue gangsta (look what you've done girl)

What you're gonna do
You ain't no friend of mine (oh no)
(I can never fall in love)
The blue gangsta

See, I am so amused to the things you've said
And the things you have done to me
There is nothing in this world make me change
You make me wanna sing

The blue gangsta
What you're gonna do
You ain't no friend of mine
Look what you've put me through
Now that I'm the blue gangsta

What you're gonna do
You ain't no friend of mine
The blue gangsta (blue gangsta)

What you're gonna do
You ain't no friend of mine (what you're gonna do)
Look what you've put me through
Now that I'm the blue gangsta (look what you've put me through, baby!)

What you're gonna do
You ain't no friend of mine
(I never thought I fall in love)
The blue gangsta

What you're gonna do (what you're gonna do)
You ain't no friend of mine (what you're gonna do)
Look what you've put me through (look what you've put me through, girl)
Now that I'm the blue gangsta

What you're gonna do (oh no)
You ain't no friend of mine
(I never wanna fall in love)
The blue gangsta

What you're gonna do
You ain't no friend of mine (you ain't no friend of mine)
Look what you've put me through
Now that I'm the blue gangsta (you ain't no friend of mine)

What you're gonna do
You ain't no friend of mine (oh no)
(I never thought I fall in love)
The blue gangsta"
149,Michael Jackson,"Now I'm just wondering 
Why you think that you can get to me with anything
Seems like you'd know by now
When and how I get down
And with all that I've been through
I'm still around

Don't you ever make no mistake
Baby, I've got what it takes
And there's no way you'll ever get to me (come on)
Why can't you see that you'll never ever hurt me?
'Cause I won't let it be, see I'm too much for you baby

You can't believe it, you can't conceive it
And you can't touch me, 'cause I'm untouchable
And I know you hate it, and you can't take it
You'll never break me, 'cause I'm unbreakable

Now you can't stop me even thought you think
That if you block me, you've done your thing
And when you bury me underneath all your pain
I'm steady laughing, while surfacing

Don't you ever make no mistake
Baby I've got what it takes (yeah)
And there's no way you'll ever get to me 
Why can't you see that you'll never ever hurt me?
'Cause I won't let it be, see I'm too much for you baby (I'm too much for you baby)

You can't believe it, you can't conceive it
And you can't touch me, 'cause I'm untouchable
And I know you hate it, and you can't take it
You'll never break me, 'cause I'm unbreakable (you can't break me)

You can't believe it, you can't conceive it
And you can't touch me, 'cause I'm untouchable (you can't touch me)
And I know you hate it, and you can't take it (yeah)
You'll never break me
You can't let it break, 'cause I'm unbreakable

You can try to stop me, but it won't do a thing
No matter what you do, I'm still gonna be here
Through all your lies and silly games
I'ma still remain the same, I'm (uh) unbreakable (uh, what? uh)

A lime to a lemon, my D.C. women
Bringing in 10 G minimums to condos with elevators in 'em
Vehicles with televisions in 'em
Watch they entourage turn yours to just mirages
Disappearing acts, strictly .9's and MAC's
Killers be serial, Copperfield material
My dreams is vivid, work hard to live it
Any place I visit, I got land there
How can players stand there and say I sound like them? Hello?
Push wigs back and push six Coupes that's yellow
Plus clips that expand from hand to elbow
Spray up your Day's Inn, any telly you in
Crack bragging, sick of bragging how my mink be dragging
Desert Eag's, street sweeper inside the Beamer wagon
I rely on Bed-Stuy to shut it down if I die
Put that on my diamond bezel, you're messing with the devil
What

You can't believe it, you can't conceive it (yeah)
And you can't touch me, 'cause I'm untouchable (untouchable)
And I know you hate it, and you can't take it (yeah)
You'll never break me, 'cause I'm unbreakable (I'm unbreakable)

You can't believe it, you can't conceive it (you, you, you, you, you)
And you can't touch me, 'cause I'm untouchable
And I know you hate it, and you can't take it (woo)
You'll never break me, 'cause I'm unbreakable (I'm unbreakable)

You can't believe it, you can't conceive it
And you can't touch me, 'cause I'm untouchable
And I know you hate it, and you can't take it
You'll never break me
You can't touch me, you can't break me
You can't stand it, babe, 'cause I'm unbreakable (woo)

Gone"
150,Michael Jackson,"I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' somethin'
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)

I took my baby to the doctor
With a fever, but nothing he found
By the time this hit the street
They said she had a breakdown
Someone's always tryin' to start my baby cryin'
Talkin', squealin', lyin'
Sayin' you just wanna be startin' somethin'

I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' somethin'
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)

You love to pretend that you're good
When you're always up to no good
You really can't make him hate her
So your tongue became a razor
Someone's always tryin' to keep my baby cryin'
Treacherous, cunnin', declinin'
You got my baby cryin'

I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' somethin'
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
You're a vegetable, you're a vegetable
Still they hate you, you're a vegetable
You're just a buffet, you're a vegetable
They eat off of you, you're a vegetable

Billie jean is always talkin'
When nobody else is talkin'
Tellin' lies and rubbin' shoulders
So they called her mouth a motor
Someone's always tryin' to start my baby cryin'
Talkin', squealin', spyin'
Sayin' you just wanna be startin' somethin'

I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' somethin'
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
You're a vegetable, you're a vegetable
Still they hate you, you're a vegetable
You're just a buffet, you're a vegetable
They eat off of you, you're a vegetable

If you cant feed your baby (yeah, yeah)
Then don't have a baby (yeah, yeah)
And don't think maybe (yeah, yeah)
If you can't feed your baby (yeah, yeah)
You'll be always tryin'
To stop that child from cryin'
Hustlin', stealin', lyin'
Now baby's slowly dyin'

I said you wanna be startin' somethin'
You got to be startin' somethin'
I said you wanna be startin' somethin'
You got to be startin' somethin'
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)
It's too high to get over (yeah, yeah)
Too low to get under (yeah, yeah)
You're stuck in the middle (yeah, yeah)
And the pain is thunder (yeah, yeah)

Lift your head up high
And scream out to the world
I know I am someone
And let the truth unfurl
No one can hurt you now
Because you know what's true
Yes, I believe in me
So you believe in you
Help me sing it, ma ma se
Ma ma sa, ma ma coo sa
Ma ma se, ma ma sa
Ma ma coo sa"
151,Michael Jackson,"I've got sunshine on a cloudy day
When it's cold outside I've got the month of May
I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

I've got so much honey the bees envy me
I've got a sweeter song than the birds in the trees
I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

Hey hey hey
Hey hey hey
Ooh

I don't need no money, fortune, or fame
I've got all the riches baby one man can claim
I guess you'd say
What can make me feel this way?
My girl (my girl, my girl)
Talkin' 'bout my girl (my girl)

I've got sunshine on a cloudy day
With my girl

I've even got the month of May
With my girl"
152,Michael Jackson,"Your butt is mine
Gonna tell you right
Just show your face
In broad daylight
I'm telling you
On how I feel
Gonna hurt your mind
Don't shoot to kill
Come on
Come on
Lay it on me
All right

I'm giving you
On count of three
To show your stuff
Or let it be
I'm telling you
Just watch your mouth
I know your game
What you're about

But they say the sky's the limit
And to me that's really true
But my friend you have seen nothin'
Just wait 'til I get through

Because I'm bad, I'm bad, come on (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again
Who's bad

The word is out
You're doin' wrong
Gonna lock you up
Before too long
Your lyin' eyes
Gonna tell you right
So listen up
Don't make a fight
Your talk is cheap
You're not a man
You're throwin' stones
To hide your hands

But they say the sky's the limit
And to me that's really true
And my friends you have seen nothin'
Just wait 'til I get through

Because I'm bad, I'm bad, come on (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again
Who's bad

We can change the world tomorrow
This could be a better place
If you don't like what I'm sayin'
Then won't you slap my face

Because I'm bad, I'm bad, come on (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
You know I'm bad, I'm bad, come on, you know (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again

You know I'm bad, I'm bad, come on (bad, bad, really, really bad)
You know I'm bad, I'm bad, you know it, you know it (bad, bad, really, really bad)
You know, you know, you know, come on (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again

You know I'm, woo, I'm bad, you know it (bad, bad, really, really bad)
You know I'm bad, I'm bad, baby (bad, bad, really, really bad)
You know, you know, you know it, come on (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again

You know I'm bad, I'm bad, you know it (bad, bad, really, really bad)
You know I'm bad, I'm bad, woo (bad, bad, really, really bad)
You know I'm bad, I'm bad, you know it (bad, bad, really, really bad)
And the whole world has to
Answer right now
Just to tell you once again
Who's bad?"
153,Michael Jackson,"Step right up, step right up, come on gentleman, gather around
Let me tell you all about the Michael Jackson wonder potion
It's guaranteed to give you unbelievable power

Say, say, say what you want but don't play games with my affection
Take, take, take what you need but don't leave me with no direction
All alone I sit home by the phone waiting for you baby (baby)
Through the years how can you stand to hear my pleading for you dear?
You know I'm crying, ooh, ooh, ooh, ooh, ooh
Yeah

Now go, go, go where you want but don't leave me here forever
You, you, you stay away so long, girl, I see you never
What can I do, girl, to get through to you
'Cause I love you baby (baby)
Standing here baptized in all my tears, baby through the years
You know I'm crying, ooh, ooh, ooh, ooh, ooh, hee, hee, hee
What you say, say, say, what you say, say, say

You never ever worry and you never shed a tear
You're saying that my love ain't real
Just look at my face, these tears ain't drying

You, you, you can never say that I'm not the one who really loves you
I pray, pray, pray every day that you'll see things, girl, like I do
What can I do, girl, to get through to you
'Cause I love you (love you) baby (baby)
Standing here baptized in all my tears, baby through the years
You know I'm crying, ooh, ooh, ooh, ooh, ooh

Ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh

Say, say, say

Ooh, ooh, ooh, ooh, ooh

Ooh, ooh, ooh, say, say, say
Ooh, ooh, ooh, say, say, say
Ooh, ooh, ooh, say, say, say (fire, fire)
Ooh, ooh, ooh, say, say, say

You never ever worry and you never shed a tear
You're saying that my love ain't real
Just look at my face, these tears ain't drying

You, you, you can never say that I'm not the one who really loves you
I pray, pray, pray every day that you'll see things, girl, like I do"
154,Michael Jackson,"Tonight's story is somewhat unique 
And calls for a different kind of introduction
A monster had arrived in the village
The major ingredient of any recipe for fear is the unknown
And this person or thing is soon to be met
He knows every thought, he can feel every emotion
Oh yes, I did forget something didn't I? 
I forgot to introduce you to the monster

You're fearing me, 'cause you know I'm a beast
Watching you when you sleep, when you're in bed
I'm underneath
You're trapped in halls, and my face is the walls
I'm the floor when you fall, and when you scream it's 'cause of me
I'm the living dead, the dark thoughts in your head
I heard just what you said
That's why you've got to be threatened by me

You should be watching me, you should feel threatened
While you sleep, while you creep, you should be threatened
Every time your lady speaks she speaks to me, threatened
Half of me you'll never be, so you should feel threatened by me

You think you're by yourself, but it's my touch you felt
I'm not a ghost from Hell, but I've got a spell on you
Your worst nightmare, it's me, I'm everywhere (everywhere)
In one blink I'll disappear, and then I'll come back to haunt you
I'm telling you, when you lie under a tomb
I'm the one watching you
That's why you got to be threatened by me (no, no)

You should be watching me, you should feel threatened
While you sleep, while you creep, you should be threatened
Every time your lady speaks she speaks to me, threatened
Half of me you'll never be, so you should feel threatened by me

The unknown monster is about to embark
From a far corner, out of the dark
A nightmare, that's the case
Never Never land, that's the place
This particular monster can read minds
Be in two places at the same time
This is judgment night, execution, slaughter
The devil, ghosts, this monster is torture
You can be sure of one thing, that's fate
A human presence that you feel is strange
A monster that you can see disappear
A monster, the worst thing to fear

You should be watching me, you should feel threatened
While you sleep, while you creep, you should be threatened
Every time your lady speaks she speaks to me, threatened
Half of me you'll never be, so you should feel threatened

You should be 
Feel threatened
While you sleep
Be threatened
Every time 
Threatened
Half of me 
So you should feel threatened by me

You should be watching me, you should feel threatened
While you sleep, while you creep, you should be threatened
Every time your lady speaks she speaks to me, threatened
Half of me you'll never be, so you should feel threatened by me

You should be watching me, you should feel threatened
While you sleep, while you creep, you should be threatened
Every time your lady speaks she speaks to me, threatened
Half of me you'll never be, so you should feel threatened by me

What you have just witnessed 
Could be the end of a particularly terrifying nightmare
It isn't
It's the beginning"
155,Michael Jackson,"Ben, the two of us need look no more
We both found what we were looking for
With a friend to call my own
I'll never be alone, and you, my friend, will see
You've got a friend in me
Ben, you're always running here and there
You feel you're not wanted anywhere
If you ever look behind and don't like what you find
There's something you should know, you've got a place to go
I used to say I and me, now it's us, now it's we
I used to say I and me, now it's us, now it's we
Ben most people would turn you away
I don't listen to a word they say
They don't see you as I do
I wish they would try to'
I'm sure they'd think again if they had a friend like Ben
A friend like Ben
(Like Ben)
Like Ben"
156,Michael Jackson,"Maria hey hey hey maria
Maria don't you hear me calling maria?
Maria girl you know you were the only one
Hey hey hey maria
Maria don't you miss me just a little?
Maria after all you were the only one
Come on back to me maria,
Maria come on back to me girl

Hey hey hey maria
Maria it's been long so long
Maria since you've been gone
Hey hey hey maria
Maria don't you need me just a little?
Maria 'cause honest girl you were the only one
Come on back to me maria
Oh come on back to me girl
Oh
Maria oh baby I need you

Ooh
Maria, maria, maria why why'd you keep a-running away
You keep running away
Oh baby you keep a-running away
You keep running away
Maria need ya honey
Oh maria
You a sweet little sunflower
Oh hear my plea for sympathy
I just a want you here with me maria ooh yeah yeah

If you're on that lonely night
What's my life without you girl
I'm so lonely I'm so blue
Without you darling my life is through

Maria
Come on back

Maria ooh baby
I need ya"
157,Michael Jackson,"As I drove across on the highway
My jeep began to rock
I didn't know what to do so I stopped and got out
And looked down and noticed I got a flat

So I walked out, parked the car like sideways
So I can find what I can fix
I looked around there were no cars on the highway
I felt a strange feeling like a mist

I walked down towards the end of the road
And in the fog a woman appeared
She said don't you worry my friend I'll take care
Take my hand, I'll take you there

Woah oh
Take me to a place without no name
Take me to a place without no name

As she took me right through the fog
I seen a beautiful city appear
Where kids are playin' and people are laughin' and smiling and
There's no in fear

She said this is the place where no people have pain
With love and happiness
She turned around looked down at my eyes and started cryin'
Grabbed my hand, you got a friend

Woah-oh
Take me to a place without no name (no name)
Take me to a place without no name
Take me to a place without no name
Take me to a place without no name

She started likin' me kissin' me and huggin' me
She didn't really, really want me to leave
She showed me places I've never seen and things I've never done
This place really looks like a lotta fun

I seen the grass and the sky and the birds
And the flowers surrounded by the trees
This place is filled with love and happiness
We're in a world that I wanna lead

So then I went in my pocket took my wallet on out
With my pictures of my family and girl
This is the place that you choose to be with me
When you thought you could be in another world

Woah-oh
Take me to a place without no name (no name)
Take me to a place without no name
Take me to a place without no name
Take me to a place without no name"
158,Michael Jackson,"I watch the snowflakes fall
Against my window pane
And wonder if you
Are watchin' snowflakes, too
I take a walk downtown
To where you used to meet me
There's joy everywhere
But all that waiting there is

Just a little Christmas tree
Lookin' sorta sad and lonely just like me
No one seems to care
They just went away and left it standing there
All alone on Christmas Eve

I hear the Christmas bells
(Bum Bum Bum)
The happy people singing
The songs of the chill that only brings me tears
I sadly close my eyes
And say a little prayer
You'll be waiting there for me
I look but all I see is

Just a little Christmas tree
Lookin' sorta sad and lonely just like me
No one seems to care
They just went away and left it standing there
All alone on Christmas Eve

This is the season of love
(This is the season of love)
But I'm as sad as I can be
(And I'm as sad as can be)
Why did you have to leave me
(Why did you have to leave me)

Oh, little Christmas tree
Lookin' sorta sad and lonely just like me
No one seems to care
They just went away and left it standing there
All alone on Christmas Eve"
159,Michael Jackson,"Too Late 
Too Late 
Too Late 
In this almighty cage 
We shop through the yellow page 
Gone is the corner store 
There is a supermarket there for you 

But feelings remain the same 

And it's too late, too late to change the time 
Well it's too late, too late to change the time 
And it's too late, too late to change the time 
But it's not too late to change your mind (too late) 

It's a new day, a new age 
A photograph is taken, its ready one minute later 
Cars are bigger and better 
Manufacture satisfy
Any world full of crime 
I can't let you take

And it's too late, too late to change the time 
And it's too late, too late to change the time 
And it's too late, too late to change the time 
But it's not too late to change your mind (too late) 
No, no 

So you want to be a star 
I think you are 
You don't have to go further 
Then my loving arms 

And it's too late, too late to change the time 
But it's not too late (too late) to change your mind 

Are you sure you want to go to New York City (New York City) 
Where girls make it big if their pretty (if their pretty) 
Let say you get that penthouse view 
But whose gonna love you the way I do (just the way I do) 

It's too late, too late to change the time 
And it's too late, too late to change the time 
No, too late, too late to change the time 
But it's not too late (too late) to change your mind 
Yea, yea, yea 

And it's too late, too late to change the time 
It's too late, too late to change the time 
Ooh, too late, too late to change the time 
But it's not too late (too late) to change your mind 
Yea, yea, yea 

Too late, too late"
160,Michael Jackson,"They told him don't you ever come around here
Don't want to see your face, you better disappear
The fire's in their eyes and their words are really clear
So beat it, just beat it

You better run, you better do what you can
Don't want to see no blood, don't be a macho man
You want to be tough, better do what you can
So beat it, but you want to be bad

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it, beat it
Just beat it, beat it
Just beat it, beat it
Just beat it, beat it

They're out to get you, better leave while you can
Don't want to be a boy, you want to be a man
You want to stay alive, better do what you can
So beat it, just beat it

You have to show them that you're really not scared
You're playin' with your life, this ain't no truth or dare
They'll kick you, then they beat you,
Then they'll tell you it's fair
So beat it, but you want to be bad

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it, beat it
Beat it, beat it, beat it

No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or who's right

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right

Just beat it, beat it, beat it, beat it
No one wants to be defeated
Showin' how funky and strong is your fight
It doesn't matter who's wrong or right
Just beat it, beat it
Beat it, beat it, beat it"
161,Michael Jackson,"I'm gonna make a change,
For once I'm my life
It's gonna feel real good,
Gonna make a difference
Gonna make it right

As I, turn up the collar on
My favorite winter coat
This wind is blowing my mind
I see the kids in the streets,
With not enough to eat
Who am I to be blind?
Pretending not to see their needs

A summer disregard,a broken bottle top
And a one man soul
They follow each other on the wind ya' know
'Cause they got nowhere to go
That's why I want you to know

I'm starting with the man in the mirror
I'm asking him to change his ways
And no message could have been any clearer
If you want to make the world a better place
(If you want to make the world a better place)
Take a look at yourself, and then make a change
(Take a look at yourself, and then make a change)
(Na na na, na na na, na na, na nah)

I've been a victim of a selfish kind of love
It's time that I realize
That there are some with no home, not a nickel to loan
Could it be really me, pretending that they're not alone?

A willow deeply scarred, somebody's broken heart
And a washed-out dream
(Washed-out dream)
They follow the pattern of the wind ya' see
'Cause they got no place to be
That's why I'm starting with me
(Starting with me!)

I'm starting with the man in the mirror
(Ooh!)
I'm asking him to change his ways
(Ooh!)
And no message could have been any clearer
If you want to make the world a better place
(If you want to make the world a better place)
Take a look at yourself, and then make a change
(Take a look at yourself, and then make a change)

I'm starting with the man in the mirror
(Ooh!)
I'm asking him to change his ways
(Change his ways, ooh!)
And no message could have been any clearer
If you want to make the world a better place
Take a look at yourself and then make that
(Take a look at yourself and then make that)
Change!

I'm starting with the man in the mirror
(Man in the mirror, oh yeah!)
I'm asking him to change his ways
(Better change!)
No message could have been any clearer
(If you want to make the world a better place)

(Take a look at yourself and then make the change)
(You gotta get it right, while you got the time)
('Cause when you close your heart)
You can't close your, your mind!
(Then you close your, mind!)
That man, that man, that man, that man
With the man in the mirror
(Man in the mirror, oh yeah!)
That man, that man, that man,
I'm asking him to change his ways
(Better change!)
You know, that man
No message could have been any clearer
If you want to make the world a better place
(If you want to make the world a better place)
Take a look at yourself and then make the change
(Take a look at yourself and then make the change)
Hoo! Hoo! Hoo! Hoo! Hoo!
Na na na, na na na, na na, na nah
(Ooh)
Oh no, no no

I'm gonna make a change
It's gonna feel real good!
Come on!
(Change)
Just lift yourself
You know
You've got to stop it,
Yourself!
(Yeah! Make that change!)
I've got to make that change, today!
Hoo!
(Man in the mirror)
You got to
You got to not let yourself
Brother
Hoo!
(Yeah! Make that change!)
You know I've got to get
That man, that man

(Man in the mirror)
You've got to
You've got to move! Come on!
Come on!
You got to

Stand up! Stand up! Stand up!
(Yeah! Make that change)
Stand up and lift yourself, now!
(Man in the mirror)
Hoo! Hoo! Hoo!
Aw!
(Yeah! Make that change!)
Gonna make that change

Come on!
You know it!
You know it!
You know it!
You know it
(Change)
Make that change."
162,Michael Jackson,"Ooh my honey
You got me workin' day and night
Ooh my sugar
You got me workin' day and night 

Scratch my shoulder
It's aching, make it feel alright
When this is over
Lovin' you will be so right

I often wonder if lovin' you
Will be tonight
But what is love girl
If I'm always out of sight (ooh)

(That's why) You got me workin' day and night
And I'll be workin'
From sun up to midnight

You got me workin' workin' day and night
You got me workin' workin' day and night
You got me workin' workin' day and night
You got me workin' workin' day and night

You say that workin'
Is what a man's supposed to do
And I say it ain't right
If I can't give sweet love to you, yeah ah

I'm tired of thinkin'
Of what my life's supposed to be (well)
Soon enough darlin'
This love will be reality (ah ah)

How can you live girl
'Cause love for us was meant to be (well)
Then you must be seein'
Some other guy instead of me (ooh)

(That's why) You got me workin' day and night
And I'll be workin'
From sun up to midnight

You got me workin' workin' day and night
(Hold on)
You got me workin' workin' day and night
(I'm so tired tired now)
You got me workin' workin' day and night
(Hold on)
You got me workin' workin' day and night
(Hoo, hoo, hoo)

You say that workin'
Is what a man's supposed to do
And I say it ain't right
If I can't give sweet love to you
(Well, ah)

How can you live girl
'Cause love for us was meant to be (well)
Then you must be seein' (woo)
Some other guy instead of me (ooh)

(That's why) You got me workin' day and night (I don't understand it)
And I'll be workin'
From sun up to midnight

You got me workin' workin' day and night 
(Hold on)
You got me workin' workin' day and night 
(I'm so tired tired now)
You got me workin' workin' day and night
You got me workin' workin' day and night

You got me workin' workin' day and night 
(Girl)
You got me workin' workin' day and night 
(I'm so tired tired now)
You got me workin' workin' day and night
You got me workin' workin' day and night 
(How can I get to you)"
163,Michael Jackson,"There must be more to life than this
There must be more to life than this
How do we cope in a world without love
Mending all those broken hearts
And tending to those crying faces

There must be more to life than living
A better way for us to survive
Why should it be just a case of black or white
There must be more to life than this

Why is this world so full of hate
People dying everywhere
And we destroy what we create
People fighting for their human rights
But we just go on saying c'est la vie
So this is life

There must be more to life than killing
There must be more than meets the eye
What good is life, if in the end we all must die
There must be more to life than this

There must be more to life than killing
There must be more to life than this
I live in hope for a world filled with love
Then we can all just live in peace

There must be more to life, much more to life
There must be more to life, more to life than this"
164,Michael Jackson,"He got kicked in the back
He say that he needed that
He hot willed in the face
Keep daring to motivate
He say one day you will see
His place in world history
He dares to be recognized
The fires deep in his eyes

How many victims must there be
Slaughtered in vain across the land
And how many struggles must there be
Before we choose to live the prophet's plan
Everybody...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty

Don't let no one get you down
Keep movin' on higher ground
Keep flying until
You are the king of the hill
No force of nature can break
Your will to self motivate
She say this face that you see
Is destined for history

How many people have to cry
The song of pain and grief across the land
And how many children have to die
Before we stand to lend a healing hand
Everybody sing...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

All nations sing
Let's harmonize all around the world

How many victims must there be
Slaughtered in vain across the land
And how many children must we see
Before we learn to live as brothers
And create one family oh...

Every day create your history
Every path you take you're leaving your legacy
Every soldier dies in his glory
Every legend tells of conquest and liberty
Every day create your history
Every page you turn you're writing your legacy
Every hero dreams of chivalry
Every child should sing together in harmony

A soldier dies
A mother cries
The promised child shines in a baby's eyes
All nations sing
Let's harmonize all around"
165,Michael Jackson,"She's out of my life
She's out of my life
And I don't know whether to laugh or cry
I don't know whether to live or die
And it cuts like a knife
She's out of my life

It's out of my hands
It's out of my hands
To think for two years she was here
And I took her for granted, I was so cavalier
Now the way that it stands
She's out of my hands

And so I've learned that love it's not possession
And I've learned that love don't wait
Now I've learned that love needs expression
But I learned too late

And she's, out of my life
She's out of my life
Damned indecision and cursed pride
I kept my love for her locked, deep inside
And it cuts like a knife
She's out of my, life"
166,Michael Jackson,"There you were
Standing there
As your eyes reached out to me
Something warm in your eyes
Touched my heart right then and there
All the love I never knew
I found in you
Suddenly
My world stood still
My life was then forfilled
As you gently touched my hand
I knew that we had laying a plan
For everlasting love
That I been forever dreaming of
At last
Ooh, at last
My forever came today (My forever came today)
When you walked into my life (When you walked into my life)
And made my lonely life
A paradise (A paradise)
It came today
Forever came today

As we were standing there
You didn't speak a single word
But your eyes
Your eyes said you wanted me
Your touch said you needed me
And my heart said tenderly
Darling
Ooh, my darling
Make me yours
Let your kiss touch my face
And tell me love has let me
To this place to your warm embrace
And our hapiness
Thanks to you my search has ended
And I want the world to see
How gently love has shined on me
With everlasting love
That I been forever dreaming of
At last
Ooh, at last
My forever came today (My forever came today)
When you walked into my life (When you walked into my life)
And made my lonely life
A paradise (A paradise)
It came today
Forever came today
At last
Ooh, at last
My forever came today (My forever came today)
When you walked into my life (When you walked into my life)
And made my lonely life
A paradise (A paradise)
Oh, it came today
Forever came today
At last
Ooh, at last
My forever came today (My forever came today)
When you walked into my life
"
